Country,Region-Geo,Continent,Region,Year,Year_cat,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Albania,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],41.75182482,25.55835,25.12797,0.969804574,2.383,0.983553048,5,0.579513818,19.13553544,65.69999695,7690,1200.137437,27.16051203,0.697374879,,37.48980373,12585.6311,,,25.3,4.321511128,0.114097347,74.2,,,,26.93,1.389,,,,,-0.028285086,3071856,106.855,,96.535,,709.1422995,,,16.4,3686649387,75.2366226,-18.35426829,,41.741,1.336973227,3021.333333
Algeria,Africa - Northern,Africa,Middle East & North Africa,2000,[2000],16.80326148,23.77659,25.49389,0.281654835,2.514,2.879527679,-3,0.884947275,41.17535301,37.20000076,15790,1794.405233,45.9111145,4.166833432,,21.35423872,15296.56069,,,29.8,24.59809885,0.491705679,68.963,,,,21.787,,,,,0.278314277,1.434287016,30533827,12.82,,,,372.6833429,,,10,54790058957,62.6073894,19.82111429,,60.787,3.022832724,87923
American Samoa,Oceania,Oceania,East Asia & Pacific,2000,[2000],25,,,3.456832972,,,,,,,180,,,,,,22951.34734,,,,,,,,,,,,,,,,1.67644706,57625,289.573,,,,,,,58.7,,,,,88.766,2.46498372,
Andorra,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],38.29787234,26.83179,26.10622,36.42510134,,8.112345411,,,,,160,17539.442,862.3916116,10.92196833,,,90797.82316,,,4.1,4.513979824,10.53883561,,,,,,2.549,,,,,1.009190723,64634,138.107,,,,,,,,1133644295,1330.411302,,,92.395,0.735524727,524.3333333
Angola,Africa - Central,Africa,Sub-Saharan Africa,2000,[2000],45.96133793,21.3748,21.91293,0.185303094,6.844,0.68507907,-3,0.53847495,89.62620582,77.90000153,597280,298.4058429,12.51447308,,,62.82775771,7339.937619,0.6,44.74,120.9,418.2329539,0.105045562,45.234,,,,16.374,,,,,,3.023765511,13926373,11.171,70.21,,,76.14262327,,,207,9129180361,15.79229531,26.79654112,,48.987,5.085830321,9540.666667
Anguilla,America - Central,Central and South America,America,2000,[2000],,,,,,2.981568486,,,,,,,,,,,46655.17693,,,,,,,,,,,,,,,,,11068,121.626,,,,,,,72.9,,,,,,,33
Antigua and Barbuda,America - Central,Central and South America,America,2000,[2000],29.54545455,24.99158,26.61231,28.33007108,2.316,4.438377803,,,62.89798125,,100,10143.36808,281.3929619,0.092391158,,62.11175257,38216.23389,,,14.3,21.31862218,6.482225737,73.544,,,,,,,,,,2.175286402,77656,175.692,,,,,,,61.9,802526700.6,407.7813262,-3.938358521,,32.127,1.040036021,344.6666667
Argentina,America - South,Central and South America,America,2000,[2000],47.05319199,26.88103,26.47851,17.56789993,2.477,3.819693795,8,1.65049336,10.88546513,60.20000076,318610,7695.594073,381.8773152,9.351856306,,11.51927098,31714.09087,,,18,1.037277263,7.038683086,73.822,,,,28.142,,5.967418,10.32143,1.767227,0.548865715,1.060771569,36930709,13.283,10.53,100.961,,570.1638158,8.674902,,64.7,2.84E+11,708.7055924,-0.633805852,9.663261,90.125,1.387741038,141064
Armenia,Asia - Western,Asia,Europe & Central Asia,2000,[2000],46.45365169,24.18045,26.12674,0.568447429,1.3,1.126427051,5,0.651264362,23.37527851,79.5,3040,621.4248263,7.06890421,4.726627319,,50.54328924,6342.170622,,,26.5,-1.373675997,1.300470022,71.494,,,,30.325,2.987,,,,,-0.471110158,3076098,103.225,,,,512.1616299,,,32.8,1911563665,38.97543894,-27.16801073,,64.666,-0.900398018,3465
Aruba,America - Central,Central and South America,America,2000,[2000],11.11111111,,,16.61663214,1.874,24.73662638,,,,,4,20589.77183,,,,,86134.32601,,,,4.048308757,15.44282295,73.783,97.29125212,99.02641305,,34.417,,,,,,2.046928719,90271,501.506,,99.234,,,,,53,1858659293,,,,46.703,1.169475787,2233
Australia,Oceania,Oceania,East Asia & Pacific,2000,[2000],59.29213907,26.74486,26.04167,44.67670207,1.756,17.19727773,10,5.644541377,19.39604584,70.59999847,1549200,21708.03726,1144.752844,15.35994466,14.40999985,21.34993447,87724.54349,,,5.1,2.522461032,46.78382556,79.93,,,1.600000024,35.403,2.5,1.591825,1.967963,1.21794,1.967768175,1.202191394,19164351,2.476,,100.17,,2544.938408,15.37272,22.98473961,17.7,4.17E+11,1713.138146,-2.04636869,9.281634,87.165,1.435555455,329574.6667
Austria,Europe - Western,Europe,Europe & Central Asia,2000,[2000],41.11582777,25.87471,24.7543,76.4174901,1.365,7.956563584,10,3.564577762,46.2095343,76.30000305,38380,23974.18307,1823.838758,14.5978167,19.12000084,44.46222042,96025.51398,3.345601218,23.04538597,4.6,0.919217018,33.70127638,78.33,,,1.200000048,38.219,3.2,0.8752125,0.6861782,1.049096,1.472757546,0.240466652,8004712,95.456,,96.682,,1749.640347,14.29741,19.79204637,13.53,1.92E+11,2373.755401,1.747313876,10.62225,65.8,0.240466652,63690
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,2000,[2000],57.38498789,24.51287,26.34661,5.183261714,2.049,3.637859001,-7,1.42028887,39.0413591,79.80000305,9360,655.0974326,5.63556889,4.589822663,,38.37809431,5066.340307,,,59.2,12.49336892,0.14889804,66.851,,,,25.555,3.607,3.25028,5.144214,1.501891,0.779831835,0.817577951,8110723,93.657,,96.258,,1456.090999,1.069042,,37,5272617196,30.39534628,0.663264788,5.225703,51.386,0.502875099,29505.66667
Bahamas,America - Central,Central and South America,America,2000,[2000],1.298701299,26.25748,28.19024,10.59092696,2.071,6.03615196,,,44.35617439,81.40000153,5150,21258.29243,522.6758855,6.808285497,,46.84528867,45456.81651,,,14.3,0.921830664,8,72.37,,,,26.35,,23.338,,,,1.238270907,297651,21.448,,98.094,,,,13.63024753,51,6327552000,1097.846135,-2.489114274,,82.035,1.500453764,1796.666667
Bahrain,Asia - Western,Asia,Middle East & North Africa,2000,[2000],12.67605634,26.65409,27.66677,32.23585969,2.765,29.20955468,-9,9.189511637,89.43574741,42.79999924,4.6,12489.46775,335.4842867,0.036057196,,64.38986747,44030.64572,,,10.9,14.3225249,6.153732546,74.497,,,,27.246,,1.126918,1.331647,0.8126326,,1.80690757,638193,919.586,,104.04,,4861.023344,4.364298,4.244385729,17,7970690894,496.7217566,25.04587994,10.49197,88.372,1.803286579,18641.33333
Bangladesh,Asia - Southern,Asia,South Asia,2000,[2000],72.21325958,20.14774,19.47529,0.21529061,3.12,0.2150051,6,0.143590264,13.98001987,62.20000076,14680,363.6399273,24.21962971,0.213022147,,19.22732516,2150.869166,4.18,26.03,64.2,1.85966087,0.071039423,65.309,,,,20.775,,,,,0.024824011,1.851585703,129592275,899.959,84.4,,,42.19871244,,,116,47124925462,,-5.247305297,,23.59,3.472967957,27863
Barbados,America - Central,Central and South America,America,2000,[2000],44.18604651,25.60292,28.35071,10.64143157,1.768,4.440938877,,,50.4699361,86.09999847,80,9565.401228,395.5538277,22.7147219,,57.04124793,29964.24587,,,16,0.752583437,3.973678355,73.118,,,4.699999809,33.269,,8.708,,,,0.281880663,267511,622.119,,107.649,,,,,48,2558850048,601.1528498,-6.571311833,,38.347,1.787406925,1188
Belarus,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],45.61230527,25.25472,26.01919,0.490693302,1.23,5.31563697,-7,2.467192904,69.21082134,87.5,82730,1273.049124,47.92029244,3.829054522,,72.39834461,11872.47564,3.51,24.22,11.4,185.2907983,1.870217979,68.99,,,,36.256,4.579,10.50552,14.92801,6.470523,0.693590354,-0.299401402,10057810,48.448,1.89,101.804,,536.9106368,27.41108,16.6247345,28.454,12736856485,63.48191769,-3.187523265,14.49243,69.973,0.287399712,53463.66667
Belgium,Europe - Western,Europe,Europe & Central Asia,2000,[2000],45.90488771,26.18388,25.11335,55.31814864,1.633,11.37004648,10,5.70743402,78.14114824,73,6670,22697.0123,1375.774521,10.23721689,20.12999916,75.21395409,59880.4094,3.420784834,28.06096746,4.7,1.97854637,29.2147391,77.91,,,3.700000048,39.083,3.9,,,,,0.242517956,10175684,333.323,,105.487,,2313.245957,,27.32783591,12,2.33E+11,1844.077377,2.927428057,,97.118,0.312766476,115698
Belize,America - Central,Central and South America,America,2000,[2000],6.532222709,26.08213,28.53896,6.711055758,3.594,2.751697856,,,52.99276016,48.09999847,14890,3329.663731,69.44853939,1.90E-05,,73.67303663,13090.90628,,,21.1,0.475941424,5.980833905,70.425,,,,19.233,1.05,33.612,,,,2.718771637,250512,10.908,,94.767,,,,,97,832072464.7,131.5025331,-20.70081349,,47.663,2.793910532,689.3333333
Benin,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],28.88266136,21.7971,22.92684,0.851144786,5.975,0.248089466,6,0.304192666,15.18001785,64.5,50610,345.9503552,6.94049286,0.104314164,,28.11760352,2615.136464,,,90.8,3.230921129,0.225247851,55.261,,,,17.525,,,,,,2.932097763,6517810,57.873,,60.897,,24.29539147,,,120,2254838685,15.7040473,-12.93758568,,38.333,3.757238985,1617
Bermuda,America - North,North America,America,2000,[2000],20,27.45476,29.61135,20.68943566,,7.8779005,,,,,10,56042.17391,,,,,120335.4284,,,,-4.236355416,43.45751214,,,,,,,,,,,0.139319526,62834,1185.547,,,,,,,23.7,3480219000,,,,100,0.161160389,495
Bhutan,Asia - Southern,Asia,South Asia,2000,[2000],13.95058647,22.21076,21.94715,0,3.608,0.699620606,-10,,28.98439827,24.5,31410,768.7509995,40.93456604,,,51.32996575,5844.228356,,,59.4,4.682623055,0.400944447,60.307,,,,19.232,,,,,,2.820078613,571262,12.155,,86.071,,,,10.28361565,65,427808817.3,51.64387801,-20.83133604,,25.418,6.736358925,399.6666667
Bolivia,America - South,Central and South America,America,2000,[2000],34.15397397,23.95185,25.86456,7.013393605,4.14,1.230571986,9,0.449871365,18.27474497,71.40000153,600910,1010.907367,36.90724912,39.99114911,,27.32302999,6789.416133,,,57.5,5.195404998,1.442763585,62.994,,,,20.088,,,,,,2.048539201,8307248,7.562,37.88,97.434,,170.5280266,,,85,8397858206,61.41475262,-9.048285015,,61.834,2.838923666,10222.66667
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],41.76470588,25.57757,25.77713,2.528252174,1.381,6.2945951,,1.176660896,28.69033962,81.5,21850,1490.642834,60.88767251,,,75.50027139,11466.29636,,,8.8,28.79013615,1.08296075,74.882,96.66309845,99.79393031,,35.098,1.422,,,,,2.529491409,3693698,72.147,,,,907.6194245,,,22,5505984456,105.6377785,-46.80993177,,43.021,3.465027077,23250.33333
Botswana,America - South,Africa,Sub-Saharan Africa,2000,[2000],45.79076456,21.09464,25.326,12.6393333,3.413,2.432033979,8,1.044621926,53.26487405,62.5,125350,3204.115483,94.37971997,0.510234321,,41.20117243,20215.97377,,,54.6,0.038039231,2.902666622,50.567,,,,19.945,,,,,,1.706588326,1757925,3.022,,101.65,,128.2067416,,,66,5632391130,151.8001489,12.06370162,,53.219,3.31207179,4275.333333
Brazil,America - South,Central and South America,America,2000,[2000],30.90117289,24.73196,25.20224,13.29403443,2.364,1.880196477,8,1.07437364,9.978193817,63.79999924,5459430,3696.146772,106.7536815,18.72725987,3.5,11.74167982,16112.12183,,,29.1,6.175233636,2.870685159,70.261,86.36787962,94.18411488,,25.307,1.15,25.05934,46.57824,4.152503,0.525159652,1.437317783,174425387,20.487,,102.814,,475.6861898,4.423959,14.00387664,87,6.45E+11,264.870296,-1.763486005,16.38663,81.192,2.323586509,327954
British Virgin Islands,America - Central,Central and South America,America,2000,[2000],,26.26016,28.06392,,,2.861928224,,,,,,,,,,,85961.8295,,,20,,,,,,,,,,,,,,20499,135.755,,,,,,,45.6,,,,,,,58.66666667
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,2000,[2000],1.897533207,23.87813,22.95982,29.04878974,2.401,19.95702818,,7.502654142,67.35433198,66.90000153,3970,18350.13062,476.8449823,,,35.81729348,96040.70913,,,7.6,29.01570941,8.996284534,75.927,,,,25.111,1.006,,,,,2.283109576,327036,56.728,,100.478,,1555.087581,,,27,6001153318,551.3381542,31.5370385,,71.164,2.99385264,6526.666667
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],50.45647654,25.84258,25.21212,9.217904518,1.181,5.436690108,8,2.286094589,50.46241313,76.09999847,33750,1579.34824,59.52535931,2.871819068,,55.79969403,13814.02744,,,17.9,6.603837376,5.263103629,71.59,,,,39.66,3.399,3.158386,4.627315,1.721233,0.489748016,-0.493896417,8006158,72.185,,97.732,,1261.083423,7.085686,17.87998994,46,12903546576,97.69217598,-5.337281579,10.16655,68.899,-0.169126879,43527
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],36.91520468,20.70895,20.95276,0.20534387,6.592,0.084702482,-3,,9.076834781,84.69999695,62480,212.3753864,4.31995506,3.175585167,,25.187783,2002.954538,,,96.4,-1.66466935,0.077080169,50.589,,,,16.432,,,,,,2.823870323,12294012,44.869,,70.163,,,,,133,2610945549,10.89618231,-16.11094822,,17.844,5.911859741,1041.333333
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],88.39563863,21.29665,20.67194,0.256026225,7.057,0.04716823,-1,,6.58483042,95.30000305,1980,131.0463341,2.01390968,0.029389169,,19.93072407,887.5294792,,,92.1,33.3341337,0.077248447,48.251,59.30362117,73.33005894,,16.59,0.052,,,,,1.432872288,6374347,229.013,,,,,,,33,835334806.6,7.04259524,-12.17318982,,8.246,3.975225981,300.6666667
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,2000,[2000],27.02243372,20.25863,20.86207,1.048827307,3.75,0.181168895,2,0.274152967,49.84623523,83.90000153,115460,293.5684654,3.80777278,0.082465588,,61.76329887,1964.711544,,,81.6,-3.203624689,0.04702264,62.03,,,,18.257,0.16,,,,,1.804043299,12446949,68.754,,81.716,,17.08919161,,,49,3654031716,18.62710715,-11.91706364,,18.586,3.185542638,2255
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,2000,[2000],19.37763111,22.90632,23.66765,0.658739814,5.621,0.218901717,-4,0.402446086,29.16820912,64.19999695,221160,592.3720003,5.5246363,1.388853815,,19.66157522,3606.873606,,,92,2.840067593,0.252120078,51.96,68.40915939,83.09828596,,18.157,,,,,,2.285205847,15678269,32.976,,,,25.40882032,,,139,10075040331,26.50891493,3.591394048,,45.542,3.597631996,3432
Canada,America - North,North America,America,2000,[2000],7.43530276,26.99336,26.11965,28.45696068,1.507,17.42683142,10,8.171664755,45.5785327,78.5,3101340,23559.50369,1469.882028,18.72534481,16.47999954,39.82566969,64897.21527,2.627447039,24.78585623,5.2,4.13230364,51.12938457,79.41,,,0.699999988,36.856,2.1,1.504231,2.183565,0.8241091,2.871619391,0.882998577,30667365,3.076,,101.074,,4420.30991,13.05001,15.24061911,17.0216,7.25E+11,2089.213973,5.752863009,8.542475,79.478,1.337741427,534435
Cayman Islands,America - Central,Central and South America,America,2000,[2000],8.333333333,,,26.6202264,,11.31152299,,,,,130,,,,,,98313.91255,,,,,,,,,,,,,,,,4.871055545,40195,152.254,,,,,,,,,,,,100,4.871055545,454.6666667
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,2000,[2000],8.265112845,20.83702,21.39235,,5.446,,5,,,74.40000153,229030,,,0.082664695,,24.10346608,1524.361538,,,,,,43.727,50.64516882,60.80705009,,18.8,,,,,,,3701607,,,,,,,,127,,,-4.349593034,,,,
Chad,Africa - Central,Africa,Sub-Saharan Africa,2000,[2000],38.55622618,20.86887,20.97976,0.066891039,7.354,0.021405133,-2,,16.89009643,70.30000305,123170,168.4499977,4.49340228,,,34.68107558,2034.069993,,,105.3,5.289804857,0.035707076,46.708,25.65421488,37.55735313,,16.858,,,,,,3.406102508,8222327,6.404,,55.862,,,,,191,1385050964,10.57307874,-17.79097915,,21.534,3.492514868,176
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,2000,[2000],36.84210526,,,,1.402,,,,,,8,44310.90232,,,,,,,,,3.892317592,,77.612,,,,38.089,,,,,,0.498730068,145330,745.282,,,,,,,13,6439703435,,,,30.465,0.461317077,
Chile,America - South,Central and South America,America,2000,[2000],20.32197759,26.17741,26.84574,22.0594339,2.087,3.80605394,9,1.632591107,29.28715138,47.90000153,158340,5144.589254,168.5876461,3.406050313,,29.73251794,20870.34857,1.34,44.87,9.2,4.560152055,16.6,77.01,,,,28.759,,5.200924,9.171432,1.295567,0.701434907,1.22843008,15419820,20.38,5.6,99.568,,407.9673329,12.00637,16.72191413,64,75210511780,404.8301371,1.863561442,13.81002,85.946,1.595379014,58688.66667
China,Asia - Eastern,Asia,East Asia & Pacific,2000,[2000],57.05753322,22.54068,22.60003,6.71805812,1.51,2.682866158,-7,0.936674676,23.32640567,88.19999695,1770000,949.1780621,16.61727941,18.9843797,,20.91722011,6815.028229,,,30.2,2.062224794,1.78501572,72.124,90.92021038,98.85873002,,29.633,1.64,,,,0.176209165,0.787956593,1269116737,132.242,,,,132.4403099,,6.815633118,8,1.20E+12,43.40621033,2.409185555,,35.877,3.566682459,3404870.333
Colombia,America - South,Central and South America,America,2000,[2000],40.431726,24.14347,25.76325,5.675464186,2.64,1.456554292,7,0.649169833,15.91513972,74.90000153,615090,2511.974665,130.4813615,7.740420729,,16.74501689,11499.10402,0.8,45.46,21.3,32.3743147,2.207532993,71.026,,,,23.826,1.32,69.68295,132.5096,10.02571,0.262824574,1.677583862,39764166,34.914,31.68,103.677,,280.5044644,10.6338,,94,1.00E+11,184.4293485,-0.366152387,17.04606,72.075,2.11112723,57918.66667
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],77.95698925,21.74088,22.00916,0,5.315,0.149934189,-1,,16.73669663,73.80000305,80,358.9529087,5.46586374,0.498572589,,32.53656862,2181.589398,,,71.4,3.426445467,0.271740607,57.9,68.48923434,80.18575851,,19.057,,,,,,2.630894048,562469,302.24,,84.179,,,,,65,201900820.3,10.36120656,-15.799872,,28.08,2.473610397,84.33333333
Cook Islands,Oceania,Oceania,East Asia & Pacific,2000,[2000],,,,,,1.645167321,,,,,,,157.9759119,,,,,,,14.9,,,,,,,,,,,,,,,75.551,,,,,,,,,174.5537669,,,,,29.33333333
Costa Rica,America - Central,Central and South America,America,2000,[2000],36.03603604,25.56878,26.07532,5.399445802,2.414,1.396805794,10,0.754829837,48.62292161,52,23760,4068.821351,204.0027101,51.71385492,,45.76620013,15345.6939,1.44,35.04,11.2,6.976527548,5.800253023,77.721,94.86818706,97.61469588,0.699999988,24.53,1.32,6.65291,11.17844,2.059837,,2.262503284,3919180,76.696,10.87,101.398,,677.6480842,9.318972,,81,15946443261,265.5110886,2.856721483,18.76488,59.038,3.36925226,5474.333333
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],61.63522013,22.03598,22.9484,2.852260869,5.375,0.409528933,4,0.406120246,40.42768347,48,103280,628.2281148,8.34838753,2.865012369,,33.32344574,3492.625316,,,99,-0.379280235,0.231461671,46.429,48.740762,60.72365445,,18.943,,,,,,2.064163017,16581653,51.422,,69.277,,60.34477071,,,135,10417006096,31.77352881,7.104237734,,43.541,3.140651376,6790.666667
Croatia,Europe - Southern,Europe,Europe & Central Asia,2000,[2000],20.90860311,25.85519,24.63296,22.92736509,1.444,4.359602589,8,1.755916403,41.68604682,73.69999695,18850,4861.67751,324.7809184,8.681440523,,44.95671883,21165.33633,,,7.2,4.604962444,6.76428775,74.798,,,9.100000381,39.069,2.383,2.429961,3.47265,1.455493,,-2.850972601,4505533,79.69,0.14,100.912,,1299.082309,12.24127,22.42280536,16,21517784659,377.0439186,-3.270672009,12.38826,55.587,-2.600600966,19642.33333
Cuba,America - Central,Central and South America,America,2000,[2000],61.02420857,24.05065,25.441,0.058860012,1.626,2.344764597,-7,1.157995456,14.13012184,64.59999847,24350,2752.552094,151.0828396,21.4300928,,16.94606939,12231.18788,,,6.5,1.736979696,0.541182549,76.684,,,,34.207,5.897,5.049434,7.341907,2.76811,,0.324101616,11104313,100.164,,99.55,,381.4137016,12.84695,,57,30565200000,167.68042,-2.815947548,13.87329,75.6,0.674715549,26037
Cyprus,Asia - Western,Asia,Europe & Central Asia,2000,[2000],15.36796537,26.77099,25.52631,23.14485198,1.714,7.261080144,10,2.265444284,55.35764606,68.59999847,1720,13421.65542,309.8909629,1.673148136,,54.51364458,45642.76299,,,5.6,3.819323992,15.25539437,78.011,,,,33.533,2.983,0.7501113,1.286625,0.2677249,,1.903955099,943294,101.967,,101.198,,1391.404776,2.694978,39.31643141,10,9314937556,743.99543,0.844001487,12.63361,68.648,2.08183142,6849.333333
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],55.39019024,27.28216,26.45268,,1.128,,10,,,81.80000305,26370,,,8.486691671,3.00999999,66.39459996,33646.4755,,,,,,75.05,,,4.099999905,37.583,,1.453772,1.982871,0.9207102,0.774878965,,10242890,,,,,1346.087211,10.57651,15.43544605,13,,,-3.02032415,9.666009,,,
Denmark,Europe - Northern,Europe,Europe & Central Asia,2000,[2000],62.38510488,25.33594,24.64453,62.99375166,1.771,8.850265221,10,3.489698697,46.50758948,84.40000153,4860,29980.15547,2187.759216,21.43657116,21.43000031,40.47202277,63611.07062,,,4.6,2.998562829,39.17158719,76.9,,,0.899999976,38.408,2.8,1.21086,1.184469,1.249833,1.940068932,0.334233619,5339501,123.904,,102.357,,1914.191942,8.190946,30.82221053,7.8,1.60E+11,2608.777193,6.035566705,8.241325,85.1,0.362674796,47256
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,2000,[2000],69.06816221,22.63424,23.56684,0.03142377,4.469,0.551054518,2,,35.05629034,71.90000153,60,753.1196451,29.63939804,,,50.3821251,3788.075262,,,84.8,2.4,0.194500528,57.023,,,,19.036,,,,,,2.820686857,731930,31.549,,70.985,,,,,30,551230861.9,43.73829624,-15.32583476,,76.532,2.881333477,403.3333333
Dominica,America - Central,Central and South America,America,2000,[2000],28,24.05267,27.83015,1.722356183,,1.473571402,,,44.5384335,,470,4657.019077,159.4774244,6.534681264,,55.69144722,16378.31536,,,13.6,25.61441288,8.814844198,,,,,,,,,,,-0.473958288,69672,92.772,,105.696,,,,,51.6,328735889.7,231.2422653,-12.0867036,,67.178,-0.608138375,102.6666667
Dominican Republic,America - Central,Central and South America,America,2000,[2000],52.04884106,24.15264,25.59628,,2.892,,8,,,58.20000076,19720,,,,,45.86678561,8700.160243,1.28,40.48,,,,70.553,,,0.200000003,22.628,,8.985,,,,,8591967,,,,,510.476771,,,110,,,-8.819297562,,,,
Ecuador,America - South,Central and South America,America,2000,[2000],32.47704944,24.96302,26.41458,3.90613286,3.068,1.696257134,6,0.6508111,37.06539365,52.59999847,118410,1291.341613,16.74144099,5.616505319,,30.99660957,11232.83761,,,28.2,-7.043515261,1.462188536,73.353,,,,22.676,1.48,21.468,,,0.470878021,1.607296304,12345023,43.536,37.71,100.071,,223.4671997,,,85,15941641913,53.5810289,6.068784086,,60.299,2.45099203,20940.33333
